1000268201_693b08cb0e.jpg#zhb#0 穿着粉红色连衣裙的孩子爬上楼梯，进入一个入口。
1079274291_9aaf896cc1.jpg#zhb#1 男孩做鬼脸。
1079274291_9aaf896cc1.jpg#zhb#2 一个年轻的男孩在看相机，一个微笑，另一个伸出舌头。
1079274291_9aaf896cc1.jpg#zhb#3 一个年轻的男孩在镜头上看了看他的舌头。
1079274291_9aaf896cc1.jpg#zhb#4 一个年轻的男孩做鬼脸。
10815824_2997e03d76.jpg#zhb#0 一个金发碧眼的马和黑色运动衫，一个金发碧眼的女孩盯着桶里的火。
10815824_2997e03d76.jpg#zhb#1 一个女孩和她的马站在一个火。
10815824_2997e03d76.jpg#zhb#2 一个女孩牵着一匹马的后面一个火。
10815824_2997e03d76.jpg#zhb#3 一个男人，一个女孩和一个马在一个被火旁边。
10815824_2997e03d76.jpg#zhb#4 两只人和两只马看着火了。
1082252566_8c79beef93.jpg#zhb#0 斗牛犬，一只牧羊犬，在院子里一个拳击手站。
1082252566_8c79beef93.jpg#zhb#1 一个大的棕色的狗推小波士顿狗脸当狗看呢。
1082252566_8c79beef93.jpg#zhb#2 一个大的瘦狗站在两个小狗在泥土。
1082252566_8c79beef93.jpg#zhb#3 有三只狗，在一个球在中间的球。
1082252566_8c79beef93.jpg#zhb#4 三各种大小的狗。
1082379191_ec1e53f996.jpg#zhb#0 一位女士和一个没有衬衫的男人坐在码头上。
1082379191_ec1e53f996.jpg#zhb#1 一个男人和一个女人坐在一个码头上。
1082379191_ec1e53f996.jpg#zhb#2 一个男人和一个女人坐在码头上。
1082379191_ec1e53f996.jpg#zhb#3 一男一女，坐在一个湖边的甲板上。
1082379191_ec1e53f996.jpg#zhb#4 一个赤裸的男人和一个女人坐在码头。
1084040636_97d9633581.jpg#zhb#0 一个特写镜头的一只白色的狗，它的头上打它的爪子。
1084040636_97d9633581.jpg#zhb#1 躺在地上的一只大白狗。
1084040636_97d9633581.jpg#zhb#2 一只白色的狗在地上有它的头。
1084040636_97d9633581.jpg#zhb#3 一只白色的狗正把头放在一个铺着的地板上，眼睛睁着。
1084040636_97d9633581.jpg#zhb#4 一只白色的狗在庭院砖上休息。
1084104085_3b06223afe.jpg#zhb#0 身穿黄色衬衫和绿色短裤的妇女在戴安全吊带的时候爬上了一座人造的红色的墙。
1084104085_3b06223afe.jpg#zhb#1 一个穿着蓝色短裤和一件白色衬衫的女人在室内攀岩。
1084104085_3b06223afe.jpg#zhb#2 那女孩正在爬一个岩石墙。
1084104085_3b06223afe.jpg#zhb#3 那女孩在一个安全的，攀登的岩石。
1084104085_3b06223afe.jpg#zhb#4 爬上人造石墙。
1087168168_70280d024a.jpg#zhb#0 一个男孩在一个充气环上跳，一个女孩在看他
1087168168_70280d024a.jpg#zhb#1 一个男孩跳到水jumphouse
1087168168_70280d024a.jpg#zhb#2 一个十几岁的男孩在一个可充气的滑板上跳跃。
1087168168_70280d024a.jpg#zhb#3 一个年轻的男孩和一个年轻的女孩坐在一个充气池里。
1087168168_70280d024a.jpg#zhb#4 一个年轻的孩子在水里玩充气玩具。
1087539207_9f77ab3aaf.jpg#zhb#0 一个家庭在一个美丽的日子玩拖拉机
1087539207_9f77ab3aaf.jpg#zhb#1 孩子们在一个领域里骑拖拉机。
1087539207_9f77ab3aaf.jpg#zhb#2 几个孩子在一辆宝来车在户外。
1087539207_9f77ab3aaf.jpg#zhb#3 孩子们在现场对四轮了。
1087539207_9f77ab3aaf.jpg#zhb#4 四个孩子骑沙滩车在现场。
1088767354_2acee738cf.jpg#zhb#0 一个穿红色衣服的女人站在一个男人和女人的左边。
1088767354_2acee738cf.jpg#zhb#1 一个穿着红色服装的妇女看着其他人站在一条大街上。
1088767354_2acee738cf.jpg#zhb#2 在一个红色的亮片服装，羽毛一年轻女子站在人行道上。
1088767354_2acee738cf.jpg#zhb#3 女孩在鲑鱼的粉红色比基尼是站在旁边的两个年轻人；一个是穿着黑色的衣服和其他的是喝汽水。
1088767354_2acee738cf.jpg#zhb#4 两个年轻人用华丽的年轻女子走近穿着红色比基尼和红色羽毛的头发。
108898978_7713be88fc.jpg#zhb#0 skiiers爬山穿过森林。
108898978_7713be88fc.jpg#zhb#1 两个男人在一个树木繁茂的地区在滑雪。
108898978_7713be88fc.jpg#zhb#2 两只穿着黄色夹克越野滑雪的人。
108898978_7713be88fc.jpg#zhb#3 两滑雪者通过林地使他们的方式。
108898978_7713be88fc.jpg#zhb#4 两滑雪者滑下林中小径。
108899015_bf36131a57.jpg#zhb#0 一个孤独的滑雪者是使他们的方式上山。
108899015_bf36131a57.jpg#zhb#1 在一个大雪覆盖的小山上skiiers。
108899015_bf36131a57.jpg#zhb#2 两个旅行者攀登雪山。
108899015_bf36131a57.jpg#zhb#3 两只人在一座白雪覆盖的山上。
108899015_bf36131a57.jpg#zhb#4 两只人爬上了一座雪山。
1089181217_ee1167f7af.jpg#zhb#0 一只棕色的狗正在沿着一条柏油路跑
1089181217_ee1167f7af.jpg#zhb#1 一只棕色的狗在草地上跑来跑去。
1089181217_ee1167f7af.jpg#zhb#2 一只狗正沿着一条路跑。
1089181217_ee1167f7af.jpg#zhb#3 一只浅棕色的狗在一条小路上跑得很愉快。
1089181217_ee1167f7af.jpg#zhb#4 精力充沛的棕色狗跑
1089755335_0bfbfd30e6.jpg#zhb#0 一个母亲和孩子在晚上在海滨钓鱼。
1089755335_0bfbfd30e6.jpg#zhb#1 一个女人和三个孩子站在甲板上，一个钓鱼杆。
1089755335_0bfbfd30e6.jpg#zhb#2 一个女人站在夜晚眺望大海在木板路的孩子。
1089755335_0bfbfd30e6.jpg#zhb#3 有些人在码头上一个女孩在夜间钓鱼关闭它。
1089755335_0bfbfd30e6.jpg#zhb#4 三个孩子钓鱼在晚上步行的女人。
109202756_b97fcdc62c.jpg#zhb#0 身穿蓝色夹克和蓝色牛仔裤的妇女骑着一匹棕色的马在一个冰冻的湖面和白雪覆盖的山上。
109202756_b97fcdc62c.jpg#zhb#1 一个蓝色外套的女人骑着一匹棕色的小马靠近水。
109202756_b97fcdc62c.jpg#zhb#2 一个女人骑在冬季结冰的湖马。
109202756_b97fcdc62c.jpg#zhb#3 一个年轻的金发女郎坐在雪山上，坐在一匹棕色的马的下面。
109202756_b97fcdc62c.jpg#zhb#4 女人N蓝色外套坐在愚蠢的马附近结冰的湖。
109202801_c6381eef15.jpg#zhb#0 马拉着马车穿过雪地。
109202801_c6381eef15.jpg#zhb#1 两金棕色的马拉的雪橇，一个穿着蓝色外套的女子驾驶。
109202801_c6381eef15.jpg#zhb#2 两只马拉着一个女人在一辆车里。
109202801_c6381eef15.jpg#zhb#3 马拉着一辆马车在雪地上被一个女人牵着。
109202801_c6381eef15.jpg#zhb#4 两只马拉着一条由一个微笑着的金发女子牵着的雪橇。
109260216_85b0be5378.jpg#zhb#0 一个人爬下一个陡峭的岩石悬崖使用一根绳子
109260216_85b0be5378.jpg#zhb#1 一个人爬上一个高高的，平坦的山，同时抓着一根安全绳。
109260216_85b0be5378.jpg#zhb#2 一个人正爬上一块岩石，抓着一根白绳。
109260216_85b0be5378.jpg#zhb#3 一个人空降下一个陡坡。
109260216_85b0be5378.jpg#zhb#4 身穿红色背心的人爬上陡峭的岩石。
109260218_fca831f933.jpg#zhb#0 人们站在一个岩石圆顶。
109260218_fca831f933.jpg#zhb#1 在一个山洞里光轴显示三个洞穴
109260218_fca831f933.jpg#zhb#2 洞穴内的岩洞构成而沐浴在阳光下的表面。
109260218_fca831f933.jpg#zhb#3 三个人坐在一个山洞里。
109260218_fca831f933.jpg#zhb#4 三个攀岩者在大岩石上摆姿势。
1093716555_801aacef79.jpg#zhb#0 一群背包客躺在干的地面上。
1093716555_801aacef79.jpg#zhb#1 一群徒步旅行者停留在一些山前面的地上。
1093716555_801aacef79.jpg#zhb#2 在背景中有山的人。
1093716555_801aacef79.jpg#zhb#3 一些远足休息的齿轮在面前的一座大山。
1093716555_801aacef79.jpg#zhb#4 徒步旅行者集团搁在面前的一座大山。
1093737381_b313cd49ff.jpg#zhb#0 一个穿着蓝裙子的妇女站在一个流着的孩子的粉笔肖像上。
1093737381_b313cd49ff.jpg#zhb#1 一位妇女站在一支粉笔画前
1093737381_b313cd49ff.jpg#zhb#2 一个女人站在一个像一个谷仓前面的粉笔画旁边。
1093737381_b313cd49ff.jpg#zhb#3 一个女人站在一个精心设计的粉笔插图外面。
1093737381_b313cd49ff.jpg#zhb#4 一位穿着蓝色连衣裙的妇女在人行道上画一个男孩和一个女孩的照片。
1094462889_f9966dafa6.jpg#zhb#0 一只棕色的狗在一堆堆雪中嬉戏。
1094462889_f9966dafa6.jpg#zhb#1 一只狗在雪地里看相机。
1094462889_f9966dafa6.jpg#zhb#2 一只狗在雪地里奔跑。
1094462889_f9966dafa6.jpg#zhb#3 一只棕色的狗站在雪地上看起。
1094462889_f9966dafa6.jpg#zhb#4 棕色的狗在雪地里。
1095476286_87d4f8664e.jpg#zhb#0 一个男孩在喷泉中跳跃。
1095476286_87d4f8664e.jpg#zhb#1 一个男孩在喷泉中玩耍。
1095476286_87d4f8664e.jpg#zhb#2 一个孩子在喷泉中玩耍。
1095476286_87d4f8664e.jpg#zhb#3 一个小男孩在水里玩耍。
1095476286_87d4f8664e.jpg#zhb#4 一个小男孩正从地上喷出的水。
1095580424_76f0aa8a3e.jpg#zhb#0 一个小狗跑出隧道。
1095580424_76f0aa8a3e.jpg#zhb#1 一只狗在一个过程中冲出了一条隧道。
1095580424_76f0aa8a3e.jpg#zhb#2 在障碍训练过程中的隧道
1095580424_76f0aa8a3e.jpg#zhb#3 那只狗在狗的服从过程中就跑出来了。
1095580424_76f0aa8a3e.jpg#zhb#4 那只小白狗正从一个小洞跑出来。
1095590286_c654f7e5a9.jpg#zhb#0 一只金色的狗和一只黑白相间的狗在土里奔跑。
1095590286_c654f7e5a9.jpg#zhb#1 一只狗追逐另一只狗。
1095590286_c654f7e5a9.jpg#zhb#2 一只黄色的狗和一只黑白相间的狗在泥土中奔跑。
1095590286_c654f7e5a9.jpg#zhb#3 两只狗在田野里奔跑。
1095590286_c654f7e5a9.jpg#zhb#4 两只狗跑来跑去
1095980313_3c94799968.jpg#zhb#0 一个穿蓝色泳衣的小女孩正沿着一个沙滩上的木栅栏走去。
1095980313_3c94799968.jpg#zhb#1 一个抱着胳膊伸出的小女孩正在海滩上摆姿势。
1095980313_3c94799968.jpg#zhb#2 一个年轻的女孩在海滩前的栏杆上散步。
1095980313_3c94799968.jpg#zhb#3 蓝色泳装站在海滩边的一个扶手的小女孩。
1095980313_3c94799968.jpg#zhb#4 那小女孩在蓝色的泳衣在海滩上摆姿势。
1096097967_ac305887b4.jpg#zhb#0 一只黑白相间的狗喝水从水喷。
1096097967_ac305887b4.jpg#zhb#1 黑色和白色的狗被浸泡在一个蓝色的戏水池水射流。
1096097967_ac305887b4.jpg#zhb#2 一只狗从一个花园的软管上伸到淋浴间。
1096097967_ac305887b4.jpg#zhb#3 一只白色的小狗被水喷了
1096097967_ac305887b4.jpg#zhb#4 一只白色和黑色的狗正跳进游泳池里。
1096165011_cc5eb16aa6.jpg#zhb#0 一个男孩在水下微笑。
1096165011_cc5eb16aa6.jpg#zhb#1 一个红色的小男孩在水下游泳。
1096165011_cc5eb16aa6.jpg#zhb#2 一个小男孩在水下游泳
1096165011_cc5eb16aa6.jpg#zhb#3 一个微笑的男孩在游泳池里游泳。
1096165011_cc5eb16aa6.jpg#zhb#4 男孩们笑着在水池里微笑。
1096395242_fc69f0ae5a.jpg#zhb#0 一个带玩具枪的男孩。
1096395242_fc69f0ae5a.jpg#zhb#1 一个穿着橙色短裤的小男孩玩玩具。
1096395242_fc69f0ae5a.jpg#zhb#2 一个年轻的男孩和他的脚伸出来的目标是在一个壁炉前面的摄像头玩具。
1096395242_fc69f0ae5a.jpg#zhb#3 一个小孩子玩他的新玩具。
1096395242_fc69f0ae5a.jpg#zhb#4 男孩用玩具枪指着相机。
109671650_f7bbc297fa.jpg#zhb#0 一个穿着黄色短裤的男孩站在悬崖的顶端。
109671650_f7bbc297fa.jpg#zhb#1 一个穿着蓝色和黄色的男孩走在悬崖边上。
109671650_f7bbc297fa.jpg#zhb#2 一个小男孩站在一块岩石上。
109671650_f7bbc297fa.jpg#zhb#3 一个小孩独自站在一些参差不齐的岩石上。
109671650_f7bbc297fa.jpg#zhb#4 儿童站在悬崖边。
109738763_90541ef30d.jpg#zhb#0 中跳车人。
109738763_90541ef30d.jpg#zhb#1 一个雪车在空气中飞行。
109738763_90541ef30d.jpg#zhb#2 雪地摩托骑士穿越在高大的松树前他或她的机的空气。
109738763_90541ef30d.jpg#zhb#3 骑手跳雪橇高农村。
109738763_90541ef30d.jpg#zhb#4 那人在空中。
109738916_236dc456ac.jpg#zhb#0 人们骑着摩托雪橇。
109738916_236dc456ac.jpg#zhb#1 人们对头盔和护目镜，骑雪地摩托。
109738916_236dc456ac.jpg#zhb#2 有几个人正在休息，在雪地摩托骑。
109738916_236dc456ac.jpg#zhb#3 三人和两个雪地摩托。
109738916_236dc456ac.jpg#zhb#4 两个戴头盔的男子坐在黄色的雪橇而另一个人站在后面看。
109823394_83fcb735e1.jpg#zhb#0 三人驾驶越野车。
109823394_83fcb735e1.jpg#zhb#1 在布朗场对沙滩车三人回头看相机。
109823394_83fcb735e1.jpg#zhb#2 在亚视的外三人。
109823394_83fcb735e1.jpg#zhb#3 在一场三人对四轮沙滩车”。
109823394_83fcb735e1.jpg#zhb#4 三人骑四轮车穿过田野。
109823395_6fb423a90f.jpg#zhb#0 在空旷的野外跳一四轮。
109823395_6fb423a90f.jpg#zhb#1 在一四轮的人是在空中飞翔。
109823395_6fb423a90f.jpg#zhb#2 一个人骑着一辆橙色的车在一个大的空地。
109823395_6fb423a90f.jpg#zhb#3 全地形车的人
109823395_6fb423a90f.jpg#zhb#4 人在ATV捕捉空气！
109823397_e35154645f.jpg#zhb#0 一个男人跳金酒空气而骑亚视
109823397_e35154645f.jpg#zhb#1 在一四轮跳一个小建筑附近的人。
109823397_e35154645f.jpg#zhb#2 亚视是空降在白色前面的结构域。
109823397_e35154645f.jpg#zhb#3 一个人穿着一件棕褐色的夹克跳四在收割的麦田里的一个小建筑的前面。
109823397_e35154645f.jpg#zhb#4 人在空中四惠勒。
1100214449_d10861e633.jpg#zhb#0 有条纹衬衫的男孩在喷泉前跳。
1100214449_d10861e633.jpg#zhb#1 一个男孩正从一个建筑物前的一个正在运行的石头水池边跳下来。
1100214449_d10861e633.jpg#zhb#2 一个快乐的男孩在城市喷泉前跳跃。
1100214449_d10861e633.jpg#zhb#3 一个小男孩在喷泉前跳。
1100214449_d10861e633.jpg#zhb#4 一个小男孩调皮地跳下的喷泉边。
1104133405_c04a00707f.jpg#zhb#0 一个男孩拿着一个足球。
1104133405_c04a00707f.jpg#zhb#1 一个男孩用一个球在他的胳膊下走路。
1104133405_c04a00707f.jpg#zhb#2 一个男孩在一个篱笆附近散步。
1104133405_c04a00707f.jpg#zhb#3 一个穿着白色T恤的男孩走在草地上，带着一个足球。
1104133405_c04a00707f.jpg#zhb#4 小男孩在田野上带一个足球。
1105959054_9c3a738096.jpg#zhb#0 一个孩子画一幅画。
1105959054_9c3a738096.jpg#zhb#1 一个艺术家把云朵描绘在画布上。
1105959054_9c3a738096.jpg#zhb#2 一个年轻的女孩画一幅画。
1105959054_9c3a738096.jpg#zhb#3 一个年轻的女孩画的辫子与水的颜色，在墙上的白纸。
1105959054_9c3a738096.jpg#zhb#4 那孩子在一个大纸上用水彩颜料画画。
110595925_f3395c8bd6.jpg#zhb#0 一个骑自行车的人是在弯曲的道路上骑自行车。
110595925_f3395c8bd6.jpg#zhb#1 一个骑着自行车的人骑着自行车沿着一条陡峭的弯道绕着一条自行车。
110595925_f3395c8bd6.jpg#zhb#2 在山地自行车的人蹬车上山。
110595925_f3395c8bd6.jpg#zhb#3 人骑自行车上了路，牛在附近的小山上吃草。
110595925_f3395c8bd6.jpg#zhb#4 骑车骑在道路曲线。
1107246521_d16a476380.jpg#zhb#0 一只黑色的狗跳跃着抓住绳子玩具
1107246521_d16a476380.jpg#zhb#1 一只黑色的狗在用一根绳子把球打了。
1107246521_d16a476380.jpg#zhb#2 一只黑色的狗猛扑到绳玩具。
1107246521_d16a476380.jpg#zhb#3 一只黑色的狗在追他的绳子玩具。
1107246521_d16a476380.jpg#zhb#4 一只黑色的大狗在草地上玩耍。
1107471216_4336c9b328.jpg#zhb#0 一个小女孩在她面前拿着摄影机。
1107471216_4336c9b328.jpg#zhb#1 一个年轻的女孩正在看一个老式的摄像机。
1107471216_4336c9b328.jpg#zhb#2 一个年轻女孩稳定她的目的用相机
1107471216_4336c9b328.jpg#zhb#3 女孩用玫瑰色的脸颊和嘴唇拿着黑色的玩具枪。
1107471216_4336c9b328.jpg#zhb#4 有个小孩带枪。
1110208841_5bb6806afe.jpg#zhb#0 黑色和白色的边境牧羊犬接住飞盘在观众面前。
1110208841_5bb6806afe.jpg#zhb#1 棕色和白色的狗接住飞盘在一群人面前它的嘴。
1110208841_5bb6806afe.jpg#zhb#2 棕色和白色挖跳起来接飞盘，观众看。
1110208841_5bb6806afe.jpg#zhb#3 一只狗跳接飞盘，虽然很多人看。
1110208841_5bb6806afe.jpg#zhb#4 一个敏捷的狗接住飞盘而围观的人群注视着。
1112212364_0c48235fc2.jpg#zhb#0 一个婴儿坐在和玩光滑的岩石。
1112212364_0c48235fc2.jpg#zhb#1 婴儿在海滩上堆石头。
1112212364_0c48235fc2.jpg#zhb#2 一个小男孩在玩石头
1112212364_0c48235fc2.jpg#zhb#3 一个蹒跚学步的孩子坐在一堆岩石上，岩石在海滩上。
1112212364_0c48235fc2.jpg#zhb#4 蹒跚学步的孩子坐在一堆岩石上。
111497985_38e9f88856.jpg#zhb#0 一个绿色山谷的背景下，一个孩子岩石爬
111497985_38e9f88856.jpg#zhb#1 一个有条纹衬衫的女人爬上了一座山。
111497985_38e9f88856.jpg#zhb#2 一个年轻人爬上一座岩石山。
111497985_38e9f88856.jpg#zhb#3 这人有一件条纹衬衫，在一座山上拿着一根绳子。
111497985_38e9f88856.jpg#zhb#4 条纹衬衫的人是登山。
111537217_082a4ba060.jpg#zhb#0 一个人爬上一块岩石墙
111537217_082a4ba060.jpg#zhb#1 一个人爬上悬崖边。
111537217_082a4ba060.jpg#zhb#2 一个男人正在攀岩。
111537217_082a4ba060.jpg#zhb#3 穿红色鞋子，白衬衫，灰色裤子的人。
111537217_082a4ba060.jpg#zhb#4 与白色T恤和牛仔裤的年轻人是绳索垂降的岩壁。
111537222_07e56d5a30.jpg#zhb#0 一个登山者戴蓝色头盔及头灯是附在岩石表面上的绳。
111537222_07e56d5a30.jpg#zhb#1 一个人爬上落基墙。
111537222_07e56d5a30.jpg#zhb#2 一个攀岩者爬上一块大石头。
111537222_07e56d5a30.jpg#zhb#3 紫色蛇皮裤女人爬上岩石。
111537222_07e56d5a30.jpg#zhb#4 蓝色头盔和紫色裤子的人是攀岩。
1115565519_d976d4b1f1.jpg#zhb#0 一个孩子在海边玩喷泉。
1115565519_d976d4b1f1.jpg#zhb#1 一个孩子玩一个喷泉。
1115565519_d976d4b1f1.jpg#zhb#2 一个女孩看了一个喷水池。
1115565519_d976d4b1f1.jpg#zhb#3 一个小女孩在水上玩耍，在水上雕塑。
1115565519_d976d4b1f1.jpg#zhb#4 小女孩在一个公共喷泉里玩玩具。
1115679311_245eff2f4b.jpg#zhb#0 一只黑色的狗在一个海滩上跳跃过。
1115679311_245eff2f4b.jpg#zhb#1 一只黑色的狗沿着海滩和跳过木障碍。
1115679311_245eff2f4b.jpg#zhb#2 一只狗在沙滩上奔跑。
1115679311_245eff2f4b.jpg#zhb#3 一只狗在靠近水的海滩上的一个小沙滩上跳跃。
1115679311_245eff2f4b.jpg#zhb#4 一只动物在海滩上奔跑。
111766423_4522d36e56.jpg#zhb#0 一只黑白相间的小鸟从某人的手上吃下了种子
111766423_4522d36e56.jpg#zhb#1 一只黑白相间的鸟站在一只手上。
111766423_4522d36e56.jpg#zhb#2 一只小鸟坐在一个人的手上，吃着种子。
111766423_4522d36e56.jpg#zhb#3 一只黑白相间的鸟站在一个人手里拿着向日葵的种子
111766423_4522d36e56.jpg#zhb#4 那只小鸟儿紧紧抓着那只手拿着种子的手。
